Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Asthma,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,COP
2022,PA,Pennsylvania,Lycoming,42081,42081011100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.1,11.8,5697,4477,POINT (-76.956923 41.2523845),42081011100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.7
2022,PA,Pennsylvania,Lehigh,42077,42077005703,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.5,,,10.1,13.0,3990,3047,POINT (-75.4705671 40.6257031),42077005703,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.7
2022,PA,Pennsylvania,Lancaster,42071,42071013306,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.7,,,8.5,11.1,5294,3906,POINT (-76.2412289 40.0025163),42071013306,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.4
2022,PA,Pennsylvania,Lehigh,42077,42077002302,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.1,,,9.7,12.6,3216,2766,POINT (-75.5103011 40.5884747),42077002302,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.4
2022,PA,Pennsylvania,Lancaster,42071,42071012601,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.0,,,9.6,12.4,7557,5533,POINT (-76.0302946 40.2014807),42071012601,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.8
2022,PA,Pennsylvania,Lebanon,42075,42075002400,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.9,11.5,2269,1830,POINT (-76.5375514 40.3577163),42075002400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.9
2022,PA,Pennsylvania,Luzerne,42079,42079215800,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.0,,,9.6,12.4,2726,2242,POINT (-76.1843516 41.2968605),42079215800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.9
2022,PA,Pennsylvania,Lehigh,42077,42077006304,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.5,,,8.4,10.7,4023,3147,POINT (-75.5327683 40.5547499),42077006304,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.6
2022,PA,Pennsylvania,Luzerne,42079,42079217300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.7,,,9.4,12.2,3671,2998,POINT (-75.9664056 40.9395186),42079217300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.6
2022,PA,Pennsylvania,Lancaster,42071,42071013800,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.1,11.8,3850,3013,POINT (-76.4425586 39.9697959),42071013800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.6
2022,PA,Pennsylvania,Mercer,42085,42085031200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.8,11.4,5487,4529,POINT (-80.4234894 41.2134228),42085031200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.9
2022,PA,Pennsylvania,Luzerne,42079,42079213100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.7,,,10.3,13.3,1761,1467,POINT (-75.8837262 41.2559763),42079213100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.1
2022,PA,Pennsylvania,Mercer,42085,42085033100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.9,,,9.6,12.3,4678,3595,POINT (-80.2004841 41.1374922),42085033100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.7
2022,PA,Pennsylvania,Lawrence,42073,42073011300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.8,,,9.6,12.2,4158,3275,POINT (-80.4535374 40.9169489),42073011300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.6
2022,PA,Pennsylvania,Mercer,42085,42085032300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.3,12.1,3229,2637,POINT (-80.4694852 41.2916208),42085032300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.1
2022,PA,Pennsylvania,Mercer,42085,42085032000,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.0,,,9.7,12.5,4850,4002,POINT (-80.4569191 41.4275531),42085032000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,12.3
2022,PA,Pennsylvania,Mercer,42085,42085032504,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.7,,,9.4,12.1,2796,2243,POINT (-80.0591582 41.3370674),42085032504,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.2
2022,PA,Pennsylvania,Luzerne,42079,42079213900,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.0,,,9.6,12.4,1717,1399,POINT (-76.0303437 41.2352747),42079213900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.9
2022,PA,Pennsylvania,Montgomery,42091,42091200104,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.6,,,8.4,10.9,4446,3377,POINT (-75.0352739 40.1352562),42091200104,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.2
2022,PA,Pennsylvania,Luzerne,42079,42079211303,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.8,11.5,2788,2401,POINT (-76.0454199 41.3569965),42079211303,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.8
2022,PA,Pennsylvania,Luzerne,42079,42079211701,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.1,11.8,4921,4152,POINT (-75.7431825 41.285014),42079211701,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.1
2022,PA,Pennsylvania,Lebanon,42075,42075002801,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.1,11.8,4940,3923,POINT (-76.3355708 40.3881126),42075002801,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,11.1
2022,PA,Pennsylvania,Luzerne,42079,42079215504,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.8,,,9.5,12.2,3796,3110,POINT (-76.0069347 41.1125223),42079215504,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.6
2022,PA,Pennsylvania,Luzerne,42079,42079211204,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.2,,,9.0,11.7,6630,5484,POINT (-75.959478 41.3686775),42079211204,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.1
2022,PA,Pennsylvania,Luzerne,42079,42079212800,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.9,,,8.7,11.3,3441,2817,POINT (-75.883014 41.2682763),42079212800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.2
2022,PA,Pennsylvania,Luzerne,42079,42079213200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.3,,,10.8,13.9,4929,3756,POINT (-75.9098883 41.2601996),42079213200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,11.1
2022,PA,Pennsylvania,Monroe,42089,42089300700,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.6,,,10.2,13.2,5271,4621,POINT (-75.1750771 40.9946998),42089300700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.7
2022,PA,Pennsylvania,Lancaster,42071,42071013701,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.2,,,8.9,11.5,5268,4096,POINT (-76.3574213 40.022839),42071013701,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.3
2022,PA,Pennsylvania,Luzerne,42079,42079216200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.2,,,9.8,12.6,5035,4123,POINT (-76.1180061 41.0826776),42079216200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.3
2022,PA,Pennsylvania,Luzerne,42079,42079217600,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.5,,,10.9,14.1,3721,2721,POINT (-75.974425 40.9612058),42079217600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,11.5
2022,PA,Pennsylvania,Lehigh,42077,42077006101,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.8,,,8.6,11.1,4196,3613,POINT (-75.5422257 40.5828542),42077006101,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.7
2022,PA,Pennsylvania,Lancaster,42071,42071013101,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.3,12.0,5204,3697,POINT (-76.2125881 40.0799117),42071013101,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.9
2022,PA,Pennsylvania,Mifflin,42087,42087961200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.6,,,10.2,13.1,2968,2346,POINT (-77.4123518 40.6972944),42087961200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,11.5
2022,PA,Pennsylvania,Lehigh,42077,42077005402,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.9,11.4,4976,3928,POINT (-75.7107169 40.6033891),42077005402,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.1
2022,PA,Pennsylvania,Monroe,42089,42089301404,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.2,11.9,1719,1365,POINT (-75.0423274 41.0592746),42089301404,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.4
2022,PA,Pennsylvania,Lancaster,42071,42071012200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.9,,,9.6,12.4,7096,5500,POINT (-76.1699288 40.1764026),42071012200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.1
2022,PA,Pennsylvania,Lancaster,42071,42071014402,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.8,,,10.3,13.3,5082,3568,POINT (-76.140584 39.9198767),42071014402,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.2
2022,PA,Pennsylvania,Mercer,42085,42085032505,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.9,,,9.7,12.4,1458,1152,POINT (-80.087975 41.3957866),42085032505,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.9
2022,PA,Pennsylvania,Lancaster,42071,42071014000,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.1,11.8,7574,5469,POINT (-76.1946267 39.964569),42071014000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.4
2022,PA,Pennsylvania,Mifflin,42087,42087961101,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.3,,,10.0,12.9,3413,2851,POINT (-77.5198889 40.6164147),42087961101,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,11.4
2022,PA,Pennsylvania,Lancaster,42071,42071012105,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.2,11.9,3885,2965,POINT (-76.28295 40.1770922),42071012105,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.0
2022,PA,Pennsylvania,Lancaster,42071,42071010902,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.1,11.8,3876,3079,POINT (-76.5006421 40.1129178),42071010902,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.8
2022,PA,Pennsylvania,Lebanon,42075,42075004000,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.3,,,9.0,11.7,8776,6821,POINT (-76.5424258 40.2394719),42075004000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.2
2022,PA,Pennsylvania,Lebanon,42075,42075003400,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.8,11.4,2678,2172,POINT (-76.4027415 40.3196749),42075003400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.2
2022,PA,Pennsylvania,Lehigh,42077,42077000700,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.6,,,10.2,13.1,4222,2876,POINT (-75.4730385 40.6181911),42077000700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.4
2022,PA,Pennsylvania,Lancaster,42071,42071011704,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.3,,,9.0,11.6,4484,3537,POINT (-76.3830858 40.0583744),42071011704,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.0
2022,PA,Pennsylvania,Mercer,42085,42085030900,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.9,,,11.4,14.6,2562,2157,POINT (-80.4841494 41.2103224),42085030900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,13.8
2022,PA,Pennsylvania,Lancaster,42071,42071014501,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.8,,,9.5,12.2,5221,3983,POINT (-76.3226976 39.8722516),42071014501,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.0
2022,PA,Pennsylvania,Lycoming,42081,42081010502,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.9,11.5,3804,3034,POINT (-76.8980289 41.3166427),42081010502,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.9
2022,PA,Pennsylvania,Lawrence,42073,42073000300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,13.2,,,11.7,14.7,3698,2799,POINT (-80.3454699 41.0091098),42073000300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,15.2
2022,PA,Pennsylvania,Monroe,42089,42089300104,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.0,,,9.7,12.5,3020,2354,POINT (-75.1560623 41.0825529),42089300104,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.6
2022,PA,Pennsylvania,Lancaster,42071,42071013502,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.9,,,8.6,11.2,4675,3917,POINT (-76.3374204 40.0287675),42071013502,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.5
2022,PA,Pennsylvania,Mercer,42085,42085032503,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.4,,,11.0,14.1,1652,1212,POINT (-80.1865891 41.3346599),42085032503,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,13.3
2022,PA,Pennsylvania,Lancaster,42071,42071013601,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.3,,,9.9,12.8,3453,3054,POINT (-76.3507949 40.0043395),42071013601,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,4.4
2022,PA,Pennsylvania,Mercer,42085,42085032801,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.1,,,9.8,12.6,3519,2894,POINT (-80.0596548 41.1922116),42085032801,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.5
2022,PA,Pennsylvania,Lancaster,42071,42071010400,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.3,12.0,5046,3894,POINT (-76.3959727 40.1632732),42071010400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.8
2022,PA,Pennsylvania,Luzerne,42079,42079210700,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.9,,,10.5,13.5,1742,1295,POINT (-75.7859112 41.3371238),42079210700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.3
2022,PA,Pennsylvania,Luzerne,42079,42079210300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.7,,,9.4,12.2,2507,2105,POINT (-75.7422318 41.3381823),42079210300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.2
2022,PA,Pennsylvania,Mercer,42085,42085031900,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.2,11.9,4682,3899,POINT (-80.3535499 41.419194),42085031900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.6
2022,PA,Pennsylvania,Lebanon,42075,42075002200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.2,,,9.9,12.7,6699,5048,POINT (-76.4744666 40.4332441),42075002200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.3
2022,PA,Pennsylvania,Lycoming,42081,42081011800,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.3,11.9,3154,2459,POINT (-77.1668542 41.1583609),42081011800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.9
2022,PA,Pennsylvania,Luzerne,42079,42079211304,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.8,,,9.4,12.2,1993,1595,POINT (-76.0943305 41.3448783),42079211304,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.6
2022,PA,Pennsylvania,Monroe,42089,42089300322,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.3,,,9.9,12.8,2948,2107,POINT (-75.379184 41.2005883),42089300322,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.0
2022,PA,Pennsylvania,Lycoming,42081,42081000900,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.9,,,10.5,13.4,2301,1763,POINT (-77.0657377 41.2282114),42081000900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.8
2022,PA,Pennsylvania,Lancaster,42071,42071011707,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.7,,,8.5,11.1,5615,4320,POINT (-76.3993015 40.0802463),42071011707,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.1
2022,PA,Pennsylvania,Lycoming,42081,42081011702,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.5,,,10.1,13.0,3301,2457,POINT (-77.0099764 41.1359431),42081011702,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,11.0
2022,PA,Pennsylvania,Lancaster,42071,42071011503,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.9,,,8.7,11.3,3994,3049,POINT (-76.4188012 40.0521596),42071011503,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.8
2022,PA,Pennsylvania,Monroe,42089,42089300317,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.1,,,9.7,12.6,3965,3017,POINT (-75.3367645 41.1984213),42089300317,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.6
2022,PA,Pennsylvania,Lawrence,42073,42073010201,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.7,,,8.6,10.9,3609,2999,POINT (-80.3547434 41.0629598),42073010201,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.4
2022,PA,Pennsylvania,Lehigh,42077,42077005506,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.1,11.8,3684,2889,POINT (-75.6046761 40.6486179),42077005506,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.1
2022,PA,Pennsylvania,Monroe,42089,42089300321,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.6,,,10.2,13.2,2340,1819,POINT (-75.4072494 41.0956305),42089300321,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.6
2022,PA,Pennsylvania,Mercer,42085,42085031400,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.0,,,9.8,12.6,5472,4612,POINT (-80.4702755 41.2447549),42085031400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.6
2022,PA,Pennsylvania,Montgomery,42091,42091200105,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.7,,,7.6,9.9,2965,2235,POINT (-75.0557624 40.1179776),42091200105,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,4.5
2022,PA,Pennsylvania,Lebanon,42075,42075000100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.5,,,10.1,13.0,5172,3864,POINT (-76.4185947 40.3375488),42075000100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.5
2022,PA,Pennsylvania,Lawrence,42073,42073011100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.9,,,9.7,12.2,3961,3279,POINT (-80.3269413 40.9466885),42073011100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.2
2022,PA,Pennsylvania,Lehigh,42077,42077006205,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.8,11.3,5355,4032,POINT (-75.6488746 40.5595535),42077006205,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.0
2022,PA,Pennsylvania,Lebanon,42075,42075002802,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.9,,,9.5,12.3,4408,3262,POINT (-76.2994186 40.3839045),42075002802,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.1
2022,PA,Pennsylvania,Monroe,42089,42089300103,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.3,,,9.9,12.8,3587,2862,POINT (-75.1320235 41.0985653),42089300103,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.7
2022,PA,Pennsylvania,Lehigh,42077,42077005200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.2,11.9,6551,5453,POINT (-75.6408675 40.7399515),42077005200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.5
2022,PA,Pennsylvania,Lancaster,42071,42071000500,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.3,12.1,4238,3656,POINT (-76.3187822 40.0451989),42071000500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,4.0
2022,PA,Pennsylvania,Monroe,42089,42089301405,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.1,11.8,3348,2619,POINT (-75.0847342 41.0919988),42089301405,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.3
2022,PA,Pennsylvania,Lebanon,42075,42075003100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.7,,,9.4,12.1,4095,2922,POINT (-76.2866024 40.2925164),42075003100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.2
2022,PA,Pennsylvania,Lehigh,42077,42077001502,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.7,,,9.4,12.1,7566,5834,POINT (-75.460007 40.5644525),42077001502,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.2
2022,PA,Pennsylvania,Lancaster,42071,42071012404,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.2,12.0,5943,4489,POINT (-76.1573689 40.1748401),42071012404,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.4
2022,PA,Pennsylvania,Lehigh,42077,42077005503,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.2,,,9.0,11.5,4166,3396,POINT (-75.5701372 40.6862181),42077005503,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.5
2022,PA,Pennsylvania,Montgomery,42091,42091200106,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.5,,,8.3,10.8,2110,1744,POINT (-75.0773382 40.1269337),42091200106,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.4
2022,PA,Pennsylvania,Lehigh,42077,42077002303,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.9,,,7.8,10.2,2769,2279,POINT (-75.5363355 40.5935977),42077002303,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,4.7
2022,PA,Pennsylvania,Luzerne,42079,42079217800,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.5,,,10.1,13.0,4136,2958,POINT (-75.9869809 40.9626113),42079217800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.0
2022,PA,Pennsylvania,Lehigh,42077,42077006102,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.9,,,8.7,11.2,5677,4445,POINT (-75.54622 40.591947),42077006102,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.1
2022,PA,Pennsylvania,Lehigh,42077,42077006702,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.3,12.0,2776,2270,POINT (-75.4414257 40.5680163),42077006702,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.3
2022,PA,Pennsylvania,Lycoming,42081,42081010300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.2,11.8,3253,2584,POINT (-77.2087869 41.2782631),42081010300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.6
2022,PA,Pennsylvania,Lackawanna,42069,42069111700,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.5,,,10.1,13.1,4065,3273,POINT (-75.5926547 41.4382271),42069111700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.6
2022,PA,Pennsylvania,Monroe,42089,42089300312,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.9,11.5,2111,1723,POINT (-75.5862605 41.1269867),42089300312,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.4
2022,PA,Pennsylvania,Lehigh,42077,42077006903,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.9,11.5,6957,5552,POINT (-75.3901161 40.5474941),42077006903,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.4
2022,PA,Pennsylvania,Lehigh,42077,42077005901,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.8,,,9.5,12.2,6518,5087,POINT (-75.4610372 40.653828),42077005901,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.3
2022,PA,Pennsylvania,Mifflin,42087,42087960600,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.0,,,9.6,12.4,5193,4196,POINT (-77.6101184 40.5752397),42087960600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.0
2022,PA,Pennsylvania,Lancaster,42071,42071010803,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.3,,,8.1,10.6,4641,3998,POINT (-76.6382152 40.1413743),42071010803,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.1
2022,PA,Pennsylvania,Monroe,42089,42089301304,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.6,,,10.2,13.2,4115,3250,POINT (-75.486321 40.9200933),42089301304,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.9
2022,PA,Pennsylvania,Lycoming,42081,42081011601,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.1,,,9.7,12.6,1200,949,POINT (-77.0379474 41.223175),42081011601,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.2
2022,PA,Pennsylvania,Lycoming,42081,42081000100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.7,,,9.4,12.2,3254,2537,POINT (-76.9951768 41.2592699),42081000100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.2
2022,PA,Pennsylvania,Lehigh,42077,42077006401,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.9,11.5,2846,2346,POINT (-75.5189413 40.5116136),42077006401,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.5
