Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Smoking,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Drinking,Physical_Activity,Short_Sleep
2022,PA,Pennsylvania,Dauphin,42043,42043022100,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,14.5,,,12.7,16.4,4532,3665,POINT (-76.8322155 40.2777272),42043022100,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,14.0,26.4,39.7
2022,PA,Pennsylvania,Franklin,42055,42055011800,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,14.5,,,12.7,16.4,4251,3347,POINT (-77.7266738 39.7906696),42055011800,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.5,21.9,36.6
2022,PA,Pennsylvania,Huntingdon,42061,42061950600,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,14.5,,,12.5,16.5,3998,3285,POINT (-78.1038118 40.4005919),42061950600,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.2,22.0,34.5
2022,PA,Pennsylvania,Delaware,42045,42045404500,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,22.0,,,19.4,24.8,4720,3617,POINT (-75.368672 39.8684946),42045404500,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,14.5,34.5,51.9
2022,PA,Pennsylvania,Delaware,42045,42045402000,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,15.5,,,13.5,17.6,2529,2088,POINT (-75.2739438 39.9352725),42045402000,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,14.9,25.5,46.2
2022,PA,Pennsylvania,Franklin,42055,42055012400,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,20.2,,,17.9,22.7,2835,2210,POINT (-77.5780385 39.7448201),42055012400,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.9,25.3,39.2
2022,PA,Pennsylvania,Greene,42059,42059970502,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.5,,,16.2,20.9,3622,2845,POINT (-80.1315802 39.8408782),42059970502,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.7,25.1,38.5
2022,PA,Pennsylvania,Elk,42047,42047950500,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,16.9,,,14.7,19.2,2404,1889,POINT (-78.6682872 41.4892681),42047950500,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.4,25.0,37.1
2022,PA,Pennsylvania,Delaware,42045,42045402600,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,24.1,,,21.4,27.1,3562,2496,POINT (-75.2654608 39.9242313),42045402600,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,12.2,39.4,53.1
2022,PA,Pennsylvania,Dauphin,42043,42043024400,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.8,,,12.1,15.8,4616,3665,POINT (-76.712873 40.2653264),42043024400,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.0,19.5,37.8
2022,PA,Pennsylvania,Erie,42049,42049011101,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,17.3,,,15.2,19.6,5415,4265,POINT (-80.0102837 42.1002555),42049011101,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.4,24.6,36.3
2022,PA,Pennsylvania,Dauphin,42043,42043024104,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,9.1,,,7.9,10.5,6194,4705,POINT (-76.6956765 40.2442013),42043024104,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.4,15.6,35.5
2022,PA,Pennsylvania,Huntingdon,42061,42061950800,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.8,,,16.4,21.3,3416,2735,POINT (-78.0468096 40.3059233),42061950800,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.1,26.5,36.8
2022,PA,Pennsylvania,Lackawanna,42069,42069110700,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,17.4,,,15.3,19.8,2377,1862,POINT (-75.5123587 41.5733902),42069110700,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.2,28.4,40.5
2022,PA,Pennsylvania,Lackawanna,42069,42069100300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,15.5,,,13.3,17.9,4228,3912,POINT (-75.6548354 41.4053914),42069100300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.4,30.8,43.8
2022,PA,Pennsylvania,Delaware,42045,42045407600,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,7.9,,,6.8,9.2,6657,5353,POINT (-75.3490608 39.9016368),42045407600,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,20.8,14.4,35.9
2022,PA,Pennsylvania,Erie,42049,42049011510,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,15.8,,,13.8,17.9,3086,2485,POINT (-79.93968 42.1404221),42049011510,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.3,23.8,34.3
2022,PA,Pennsylvania,Delaware,42045,42045410800,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,9.2,,,8.0,10.7,8342,6275,POINT (-75.3777861 39.8881881),42045410800,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.2,16.7,35.9
2022,PA,Pennsylvania,Delaware,42045,42045408101,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,11.5,,,10.0,13.2,5156,4091,POINT (-75.3562291 39.9875268),42045408101,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.6,18.4,35.5
2022,PA,Pennsylvania,Jefferson,42065,42065950500,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,17.2,,,15.0,19.4,2119,1685,POINT (-79.0835268 41.1533434),42065950500,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.0,26.2,35.9
2022,PA,Pennsylvania,Dauphin,42043,42043023300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,21.7,,,19.0,24.4,4435,3067,POINT (-76.8387936 40.2370167),42043023300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,15.9,31.6,48.2
2022,PA,Pennsylvania,Erie,42049,42049010400,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.1,,,11.5,14.9,4718,3825,POINT (-80.1882571 42.0863761),42049010400,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.0,20.3,32.8
2022,PA,Pennsylvania,Huntingdon,42061,42061951300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,19.3,,,16.8,21.9,2024,1635,POINT (-78.1477466 40.2303861),42061951300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.9,26.8,37.2
2022,PA,Pennsylvania,Cumberland,42041,42041011306,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,15.1,,,13.2,17.1,3927,2865,POINT (-76.9999763 40.2613384),42041011306,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.7,23.8,37.8
2022,PA,Pennsylvania,Erie,42049,42049011900,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,23.2,,,20.6,26.0,6210,4751,POINT (-79.6331298 41.9282251),42049011900,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.4,33.0,38.3
2022,PA,Pennsylvania,Cumberland,42041,42041011803,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,16.5,,,14.4,18.6,7021,5710,POINT (-77.1335003 40.2542429),42041011803,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.5,24.3,37.2
2022,PA,Pennsylvania,Erie,42049,42049011701,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,15.4,,,13.5,17.6,2910,2386,POINT (-79.8368023 42.2294089),42049011701,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.9,24.2,34.4
2022,PA,Pennsylvania,Delaware,42045,42045409601,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,9.3,,,8.1,10.7,4930,3680,POINT (-75.3432335 40.016457),42045409601,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.6,17.6,35.6
2022,PA,Pennsylvania,Dauphin,42043,42043023400,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,24.1,,,21.3,27.0,1828,1358,POINT (-76.8217327 40.2227352),42043023400,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,14.3,35.3,46.6
2022,PA,Pennsylvania,Cumberland,42041,42041011307,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,10.3,,,8.9,11.8,4529,3548,POINT (-76.987871 40.2607268),42041011307,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.8,19.1,33.9
2022,PA,Pennsylvania,Fayette,42051,42051260500,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,21.3,,,18.7,24.0,5781,4682,POINT (-79.418399 40.0098151),42051260500,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.7,27.6,37.9
2022,PA,Pennsylvania,Jefferson,42065,42065950800,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,19.3,,,16.9,21.8,3661,2937,POINT (-78.8401664 41.0643121),42065950800,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.2,26.2,37.5
2022,PA,Pennsylvania,Delaware,42045,42045407202,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,10.0,,,8.7,11.5,3802,3298,POINT (-75.4329863 39.9060931),42045407202,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.5,19.5,35.1
2022,PA,Pennsylvania,Erie,42049,42049000200,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.1,,,11.5,14.9,3709,3169,POINT (-80.1265598 42.1192389),42049000200,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.9,22.5,32.3
2022,PA,Pennsylvania,Indiana,42063,42063960600,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.8,,,16.5,21.4,4800,3866,POINT (-79.2295739 40.6763704),42063960600,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.6,25.8,37.3
2022,PA,Pennsylvania,Franklin,42055,42055010900,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,16.4,,,14.5,18.5,4936,3752,POINT (-77.6442367 39.9350821),42055010900,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.6,27.2,38.7
2022,PA,Pennsylvania,Erie,42049,42049002900,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.2,,,11.6,15.0,2771,2282,POINT (-80.0727255 42.0951698),42049002900,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.6,22.4,32.4
2022,PA,Pennsylvania,Erie,42049,42049002400,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.2,,,16.1,20.6,2987,2301,POINT (-80.0782893 42.1046019),42049002400,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,20.7,24.9,38.5
2022,PA,Pennsylvania,Delaware,42045,42045403702,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,20.3,,,17.9,23.0,2271,1860,POINT (-75.3068194 39.8630353),42045403702,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.4,27.2,41.8
2022,PA,Pennsylvania,Fayette,42051,42051260300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.5,,,16.2,21.0,3468,2778,POINT (-79.6493575 40.080192),42051260300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.6,25.1,37.5
2022,PA,Pennsylvania,Delaware,42045,42045404101,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.6,,,11.8,15.5,6438,5027,POINT (-75.344191 39.8849497),42045404101,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,20.1,19.8,38.8
2022,PA,Pennsylvania,Erie,42049,42049002200,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,19.0,,,16.8,21.3,3710,2974,POINT (-80.0961198 42.0974535),42049002200,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.2,26.5,37.1
2022,PA,Pennsylvania,Cumberland,42041,42041013103,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.0,,,15.8,20.2,6137,4582,POINT (-77.5339519 40.1280605),42041013103,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.7,25.8,37.4
2022,PA,Pennsylvania,Erie,42049,42049012202,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,12.6,,,11.1,14.3,4964,4206,POINT (-80.1242456 41.874979),42049012202,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,21.5,21.0,34.4
2022,PA,Pennsylvania,Delaware,42045,42045410601,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.2,,,15.9,20.7,3309,2622,POINT (-75.3221415 39.8911726),42045410601,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,20.2,23.6,41.4
2022,PA,Pennsylvania,Fayette,42051,42051263300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,21.5,,,18.9,24.3,1426,1114,POINT (-79.6543715 40.0394183),42051263300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.6,28.4,39.0
2022,PA,Pennsylvania,Dauphin,42043,42043021903,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.3,,,11.6,15.1,3703,2954,POINT (-76.8601816 40.2997364),42043021903,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.8,22.3,41.9
2022,PA,Pennsylvania,Cumberland,42041,42041011700,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,15.7,,,13.7,17.7,6230,5026,POINT (-77.0727547 40.1586385),42041011700,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.5,22.4,36.5
2022,PA,Pennsylvania,Dauphin,42043,42043022606,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,15.0,,,13.0,17.1,3498,2769,POINT (-76.8060283 40.2761072),42043022606,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,15.5,26.2,43.5
2022,PA,Pennsylvania,Delaware,42045,42045403104,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,25.8,,,23.1,28.8,2495,1787,POINT (-75.2716305 39.9136443),42045403104,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,15.8,33.7,52.8
2022,PA,Pennsylvania,Dauphin,42043,42043022501,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,9.4,,,8.1,10.8,6308,5081,POINT (-76.8161495 40.3482858),42043022501,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.6,17.5,35.0
2022,PA,Pennsylvania,Fayette,42051,42051263000,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,20.6,,,18.0,23.2,3276,2600,POINT (-79.9087362 39.8487441),42051263000,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.6,27.2,39.3
2022,PA,Pennsylvania,Fayette,42051,42051262701,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.6,,,16.3,21.0,3355,2733,POINT (-79.6121381 39.7802016),42051262701,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.1,26.3,36.7
2022,PA,Pennsylvania,Cumberland,42041,42041012702,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,21.0,,,18.5,23.5,4446,3405,POINT (-77.3399971 40.0716027),42041012702,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.7,27.3,38.3
2022,PA,Pennsylvania,Fayette,42051,42051261200,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,23.2,,,20.5,26.1,2202,1697,POINT (-79.8900158 40.0188648),42051261200,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,15.1,30.7,41.2
2022,PA,Pennsylvania,Cumberland,42041,42041012100,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,21.5,,,19.1,24.2,2657,2009,POINT (-77.1768243 40.2031353),42041012100,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.5,28.6,41.8
2022,PA,Pennsylvania,Delaware,42045,42045410305,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,6.3,,,5.4,7.2,4928,4319,POINT (-75.5280944 39.871193),42045410305,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,11.6,18.2,30.1
2022,PA,Pennsylvania,Dauphin,42043,42043022502,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,12.9,,,11.2,14.8,5658,4521,POINT (-76.7815723 40.3353386),42043022502,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.8,19.3,37.9
2022,PA,Pennsylvania,Franklin,42055,42055011900,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,16.8,,,14.7,18.9,6702,5195,POINT (-77.6807296 39.7871801),42055011900,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.4,22.9,36.8
2022,PA,Pennsylvania,Cumberland,42041,42041011901,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,14.8,,,12.9,16.7,5599,4398,POINT (-77.2241545 40.2507863),42041011901,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.0,21.9,36.4
2022,PA,Pennsylvania,Erie,42049,42049001300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,31.0,,,28.0,34.3,1720,1078,POINT (-80.0699884 42.1216671),42049001300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,13.7,44.2,49.4
2022,PA,Pennsylvania,Fayette,42051,42051261800,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,19.7,,,17.3,22.2,3377,2805,POINT (-79.6973107 39.8998008),42051261800,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,14.5,29.4,37.8
2022,PA,Pennsylvania,Dauphin,42043,42043021200,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,19.8,,,17.4,22.4,2586,1761,POINT (-76.869456 40.2680634),42043021200,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.1,31.4,50.2
2022,PA,Pennsylvania,Lackawanna,42069,42069111500,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,16.5,,,14.5,18.8,3367,2745,POINT (-75.6215841 41.4688487),42069111500,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.4,24.1,39.4
2022,PA,Pennsylvania,Cumberland,42041,42041013200,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,22.0,,,19.5,24.8,4334,3400,POINT (-77.5146278 40.0499794),42041013200,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.0,30.3,40.8
2022,PA,Pennsylvania,Jefferson,42065,42065951200,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,19.5,,,17.1,21.9,3187,2561,POINT (-78.9753196 40.9490373),42065951200,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.4,27.7,38.1
2022,PA,Pennsylvania,Fayette,42051,42051260800,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.9,,,16.6,21.4,3612,2893,POINT (-79.5862766 40.0209436),42051260800,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.5,26.9,37.9
2022,PA,Pennsylvania,Cumberland,42041,42041012701,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,15.4,,,13.4,17.5,5294,4314,POINT (-77.264252 40.0911825),42041012701,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.8,21.8,35.2
2022,PA,Pennsylvania,Fayette,42051,42051262900,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,17.8,,,15.5,20.1,4669,3776,POINT (-79.8670627 39.8796686),42051262900,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.5,24.1,37.3
2022,PA,Pennsylvania,Lackawanna,42069,42069101900,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,20.1,,,17.6,22.9,1412,1122,POINT (-75.6934075 41.4158362),42069101900,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.1,29.6,42.5
2022,PA,Pennsylvania,Delaware,42045,42045400600,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,15.4,,,13.4,17.5,5460,4240,POINT (-75.2846996 39.9651968),42045400600,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.5,24.1,44.1
2022,PA,Pennsylvania,Erie,42049,42049001500,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,29.5,,,26.8,32.7,2759,1611,POINT (-80.0409012 42.1332751),42049001500,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,13.0,45.1,47.5
2022,PA,Pennsylvania,Erie,42049,42049011400,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,16.4,,,14.5,18.6,3820,2922,POINT (-80.0255612 42.1493843),42049011400,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.6,24.3,35.8
2022,PA,Pennsylvania,Cumberland,42041,42041981606,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,5.3,,,4.4,6.2,2847,2822,POINT (-76.9821153 40.1574179),42041981606,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,28.3,11.8,35.3
2022,PA,Pennsylvania,Lackawanna,42069,42069110201,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.7,,,11.9,15.7,3986,3224,POINT (-75.6564076 41.6063312),42069110201,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.9,20.5,37.3
2022,PA,Pennsylvania,Lackawanna,42069,42069101300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,20.4,,,18.0,23.2,2714,2086,POINT (-75.6639423 41.4370956),42069101300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.6,29.8,43.0
2022,PA,Pennsylvania,Erie,42049,42049010101,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,20.2,,,17.9,22.9,3076,2426,POINT (-80.449757 41.9605696),42049010101,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.0,27.7,36.8
2022,PA,Pennsylvania,Dauphin,42043,42043021700,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,19.8,,,17.4,22.4,6024,4615,POINT (-76.8472936 40.2654161),42043021700,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,14.3,31.8,48.3
2022,PA,Pennsylvania,Delaware,42045,42045404600,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,16.6,,,14.5,19.0,2327,1743,POINT (-75.3700551 39.8616924),42045404600,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.0,27.6,50.3
2022,PA,Pennsylvania,Dauphin,42043,42043021300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,21.9,,,19.4,24.6,6030,4179,POINT (-76.8661265 40.2610746),42043021300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,15.9,34.7,49.8
2022,PA,Pennsylvania,Delaware,42045,42045408600,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,9.7,,,8.4,11.1,3629,2741,POINT (-75.320403 39.9876619),42045408600,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,20.1,15.5,35.3
2022,PA,Pennsylvania,Delaware,42045,42045400900,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,11.6,,,10.1,13.2,1630,1298,POINT (-75.290509 39.9505706),42045400900,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.5,18.5,37.7
2022,PA,Pennsylvania,Lackawanna,42069,42069102700,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.1,,,15.8,20.6,2866,2278,POINT (-75.6565432 41.3937509),42069102700,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.4,27.0,42.3
2022,PA,Pennsylvania,Delaware,42045,42045409903,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,11.6,,,10.1,13.3,3981,3140,POINT (-75.3892611 39.9918664),42045409903,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.3,18.1,37.0
2022,PA,Pennsylvania,Erie,42049,42049000500,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,29.3,,,26.4,32.5,3059,2169,POINT (-80.059834 42.1390552),42049000500,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,15.5,40.5,44.9
2022,PA,Pennsylvania,Erie,42049,42049001000,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.8,,,16.7,21.2,3258,2581,POINT (-80.1032815 42.1180529),42049001000,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.4,27.3,38.9
2022,PA,Pennsylvania,Franklin,42055,42055011500,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,20.5,,,18.1,23.0,5969,4652,POINT (-77.891793 39.8774765),42055011500,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.9,27.2,38.5
2022,PA,Pennsylvania,Dauphin,42043,42043025300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,20.5,,,17.9,23.1,4010,3240,POINT (-76.9262375 40.5742517),42043025300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.4,28.8,40.6
2022,PA,Pennsylvania,Fulton,42057,42057960300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,17.5,,,15.5,19.8,4692,3737,POINT (-78.1865308 39.8007694),42057960300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.0,24.2,38.3
