county,license_type,lat,lon,geometry,cluster
PHILADELPHIA,Retail,39.952201,-75.174719,POINT (-75.174719 39.952201),1
NORTHAMPTON,Cigarette/OTP Retail,40.678062002,-75.222334012,POINT (-75.222334012 40.678062002),678
BUCKS,Cig/OTP Retail,40.139312,-75.00696,POINT (-75.00696 40.139312),483
DELAWARE,Cigarette/OTP Retail,39.963055,-75.250135,POINT (-75.250135 39.963055),1
DELAWARE,Cig/OTP Retail,39.926347,-75.246627,POINT (-75.246627 39.926347),1
BUCKS,Cigarette/OTP Retail,40.207474,-74.775233,POINT (-74.775233 40.207474),303
LEHIGH,Cigarette Retail,40.57096,-75.481478,POINT (-75.481478 40.57096),615
LEHIGH,OTP Retail,40.57096,-75.481478,POINT (-75.481478 40.57096),615
BUCKS,OTP Retail,40.170113,-74.853638,POINT (-74.853638 40.170113),1144
PHILADELPHIA,Retail,39.9604,-75.139754,POINT (-75.139754 39.9604),1
PHILADELPHIA,Cigarette Retail,39.956906,-75.225128,POINT (-75.225128 39.956906),1
ALLEGHENY,Cigarette/OTP Retail,40.41426,-79.988158,POINT (-79.988158 40.41426),125
CUMBERLAND,Cigarette Vending,40.05629,-77.52496,POINT (-77.52496 40.05629),393
LANCASTER,Cig/OTP Retail,40.043416,-76.315839,POINT (-76.315839 40.043416),5
ALLEGHENY,Cigarette/OTP Retail,40.495309,-80.2352913,POINT (-80.2352913 40.495309),1188
DAUPHIN,Cigarette/OTP Retail,40.196198,-76.75677,POINT (-76.75677 40.196198),-1
DELAWARE,Cigarette Retail,39.87573,-75.246787,POINT (-75.246787 39.87573),837
DELAWARE,Retail,39.87573,-75.246787,POINT (-75.246787 39.87573),837
DELAWARE,Retail,39.9052715,-75.2240408,POINT (-75.2240408 39.9052715),1073
DELAWARE,Retail,39.87573,-75.246787,POINT (-75.246787 39.87573),837
DELAWARE,Retail,39.87573,-75.246787,POINT (-75.246787 39.87573),837
DELAWARE,Cigarette Retail,39.9052715,-75.2240408,POINT (-75.2240408 39.9052715),1073
DELAWARE,Retail,39.9052715,-75.2240408,POINT (-75.2240408 39.9052715),1073
DELAWARE,Cigarette Retail,39.87573,-75.246787,POINT (-75.246787 39.87573),837
DELAWARE,Cigarette Retail,39.87573,-75.246787,POINT (-75.246787 39.87573),837
DELAWARE,Retail,39.9052715,-75.2240408,POINT (-75.2240408 39.9052715),1073
DELAWARE,Cigarette Retail,39.87573,-75.246787,POINT (-75.246787 39.87573),837
DELAWARE,Cigarette Retail,39.87573,-75.246787,POINT (-75.246787 39.87573),837
PHILADELPHIA,Cigarette Retail,39.9052715,-75.2240408,POINT (-75.2240408 39.9052715),1073
DELAWARE,Retail,39.9052715,-75.2240408,POINT (-75.2240408 39.9052715),1073
DELAWARE,Retail,39.9052715,-75.2240408,POINT (-75.2240408 39.9052715),1073
DELAWARE,Retail,39.9052715,-75.2240408,POINT (-75.2240408 39.9052715),1073
DELAWARE,Retail,39.9052715,-75.2240408,POINT (-75.2240408 39.9052715),1073
PHILADELPHIA,Cigarette Retail,39.9052715,-75.2240408,POINT (-75.2240408 39.9052715),1073
DELAWARE,Retail,39.9052715,-75.2240408,POINT (-75.2240408 39.9052715),1073
PHILADELPHIA,Cigarette Retail,39.9052715,-75.2240408,POINT (-75.2240408 39.9052715),1073
PHILADELPHIA,Cigarette Retail,39.9052715,-75.2240408,POINT (-75.2240408 39.9052715),1073
DELAWARE,Retail,39.9052715,-75.2240408,POINT (-75.2240408 39.9052715),1073
ALLEGHENY,Cigarette/OTP Retail,40.4919208,-80.2352233,POINT (-80.2352233 40.4919208),1188
ALLEGHENY,Cig/OTP Retail,40.4919208,-80.2352233,POINT (-80.2352233 40.4919208),1188
ALLEGHENY,Cigarette/OTP Retail,40.4919208,-80.2352233,POINT (-80.2352233 40.4919208),1188
PHILADELPHIA,Cig/OTP Retail,39.87573,-75.246787,POINT (-75.246787 39.87573),837
PHILADELPHIA,Cig/OTP Retail,39.87573,-75.246787,POINT (-75.246787 39.87573),837
PHILADELPHIA,Cig/OTP Retail,39.87573,-75.246787,POINT (-75.246787 39.87573),837
PHILADELPHIA,Cig/OTP Retail,39.87573,-75.246787,POINT (-75.246787 39.87573),837
ALLEGHENY,Cigarette/OTP Retail,40.4919208,-80.2352233,POINT (-80.2352233 40.4919208),1188
PHILADELPHIA,Cig/OTP Retail,39.87573,-75.246787,POINT (-75.246787 39.87573),837
WARREN,Retail,41.852162,-79.318278,POINT (-79.318278 41.852162),1029
WARREN,Cigarette Vending,41.85214,-79.31827,POINT (-79.31827 41.85214),1029
LACKAWANNA,Cigarette Wholesaler,41.401901,-75.665004,POINT (-75.665004 41.401901),131
ADAMS,Cig/OTP Retail,39.753807,-77.065489,POINT (-77.065489 39.753807),-1
PHILADELPHIA,Retail - Itinerant,40.061123,-75.083263,POINT (-75.083263 40.061123),366
BUCKS,Cigarette Vending,40.14534,-74.90931,POINT (-74.90931 40.14534),-1
LUZERNE,Retail,40.954102,-76.002436,POINT (-76.002436 40.954102),339
ALLEGHENY,Cigarette/OTP Retail,40.315807001,-80.11217799,POINT (-80.11217799 40.315807001),-1
DAUPHIN,Cig/OTP Retail,40.267986,-76.690409,POINT (-76.690409 40.267986),1180
PHILADELPHIA,Cigarette Retail,40.025586,-75.175047,POINT (-75.175047 40.025586),1
PHILADELPHIA,Cigarette Retail,39.937339,-75.162621,POINT (-75.162621 39.937339),1
BUTLER,Cigarette Vending,40.79049,-80.14531,POINT (-80.14531 40.79049),-1
PHILADELPHIA,Cigarette Retail,39.91413,-75.160101,POINT (-75.160101 39.91413),1
PHILADELPHIA,OTP Retail,39.91413,-75.160101,POINT (-75.160101 39.91413),1
WASHINGTON,Cigarette Vending,40.16737,-80.24451,POINT (-80.24451 40.16737),581
WASHINGTON,Cigarette Vending,40.162253,-80.2404942,POINT (-80.2404942 40.162253),581
LUZERNE,Cigarette Vending,41.2800587,-75.8947648,POINT (-75.8947648 41.2800587),255
PERRY,Cigarette Retail,40.525745,-77.035143,POINT (-77.035143 40.525745),-1
PHILADELPHIA,Cigarette/OTP Retail,40.01015,-75.16631,POINT (-75.16631 40.01015),1
PHILADELPHIA,Cig/OTP Retail,40.018029,-75.149385,POINT (-75.149385 40.018029),1
PHILADELPHIA,Cigarette/OTP Retail,40.018029,-75.149385,POINT (-75.149385 40.018029),1
MONTGOMERY,Cigarette/OTP Retail,40.149058,-75.058264,POINT (-75.058264 40.149058),-1
HUNTINGDON,Cigarette Vending,40.48522,-78.01077,POINT (-78.01077 40.48522),1118
HUNTINGDON,Cigarette Vending,40.48332,-78.00964,POINT (-78.00964 40.48332),1118
WESTMORELAND,Cigarette/OTP Retail,40.64176,-79.607183,POINT (-79.607183 40.64176),-1
ARMSTRONG,Cig/OTP Retail,40.64176,-79.607183,POINT (-79.607183 40.64176),-1
PHILADELPHIA,Cigarette Retail,39.979771,-75.171317,POINT (-75.171317 39.979771),1
ALLEGHENY,Cigarette/OTP Retail,40.31231,-79.80377,POINT (-79.80377 40.31231),-1
SULLIVAN,Cigarette/OTP Retail,41.52551,-76.403453,POINT (-76.403453 41.52551),473
BRADFORD,Cigarette/OTP Retail,41.783383,-76.450429,POINT (-76.450429 41.783383),590
PIKE,Cigarette Vending,41.319317,-75.209913,POINT (-75.209913 41.319317),-1
PHILADELPHIA,Retail,40.03619,-75.042013,POINT (-75.042013 40.03619),1
ALLEGHENY,Cigarette/OTP Retail,40.465267,-79.944948,POINT (-79.944948 40.465267),15
ERIE,Retail,42.169876,-79.950227,POINT (-79.950227 42.169876),690
NORTHAMPTON,Cigarette/OTP Retail,40.72088,-75.25736,POINT (-75.25736 40.72088),-1
NORTHAMPTON,Cig/OTP Retail,40.7202893,-75.2622802,POINT (-75.2622802 40.7202893),-1
PHILADELPHIA,Cig/OTP Retail,39.961378,-75.240879,POINT (-75.240879 39.961378),1
CHESTER,Cigarette/OTP Retail,40.120285405,-75.503501266,POINT (-75.503501266 40.120285405),1129
CHESTER,Cigarette Retail,40.120061,-75.503599,POINT (-75.503599 40.120061),1129
CHESTER,OTP Retail,40.120061,-75.503599,POINT (-75.503599 40.120061),1129
LEHIGH,Cigarette/OTP Retail,40.60395,-75.45942,POINT (-75.45942 40.60395),71
FAYETTE,Cig/OTP Retail,39.8577029,-79.7170258,POINT (-79.7170258 39.8577029),-1
FAYETTE,Cigarette Retail,39.864783,-79.713275,POINT (-79.713275 39.864783),853
LEBANON,Cigarette/OTP Retail,40.412566,-76.496106,POINT (-76.496106 40.412566),986
LUZERNE,Cigarette/OTP Retail,41.233928,-75.894299,POINT (-75.894299 41.233928),63
BUCKS,Cig/OTP Retail,40.209082,-74.773828,POINT (-74.773828 40.209082),303
BERKS,Cig/OTP Retail,40.152382,-75.896002,POINT (-75.896002 40.152382),573
ALLEGHENY,Cigarette Retail,40.34915302,-79.975251975,POINT (-79.975251975 40.34915302),12
ALLEGHENY,OTP Retail,40.34915302,-79.975251975,POINT (-79.975251975 40.34915302),12
PHILADELPHIA,Cig/OTP Retail,39.996334,-75.173113,POINT (-75.173113 39.996334),1
LAWRENCE,Cig/OTP Retail,40.973639,-80.374621,POINT (-80.374621 40.973639),643
WESTMORELAND,Cigarette Vending,40.63289,-79.59002,POINT (-79.59002 40.63289),-1
WESTMORELAND,Cigarette Vending,40.632801988,-79.589814013,POINT (-79.589814013 40.632801988),-1
MONTGOMERY,Cigarette/OTP Retail,40.18728,-75.4523,POINT (-75.4523 40.18728),1189
DELAWARE,Cigarette Vending,40.00092,-75.2961,POINT (-75.2961 40.00092),-1
ALLEGHENY,Cigarette/OTP Retail,40.614427,-80.098553,POINT (-80.098553 40.614427),-1
LUZERNE,OTP Wholesale,41.039899,-76.051142,POINT (-76.051142 41.039899),-1
MONTGOMERY,Retail,39.965611,-75.206294,POINT (-75.206294 39.965611),1
PHILADELPHIA,Retail,39.965611,-75.206294,POINT (-75.206294 39.965611),1
ERIE,Cigarette Retail,42.128292,-80.068259,POINT (-80.068259 42.128292),47
PHILADELPHIA,Cigarette Retail,40.015476,-75.140138,POINT (-75.140138 40.015476),1
PHILADELPHIA,Retail,40.060932,-75.155259,POINT (-75.155259 40.060932),1
WASHINGTON,Cig/OTP Retail,40.2444886,-80.197953,POINT (-80.197953 40.2444886),-1
PHILADELPHIA,Cigarette/OTP Retail,39.980109,-75.227161,POINT (-75.227161 39.980109),1
ALLEGHENY,Cig/OTP Retail,40.457309,-79.895859,POINT (-79.895859 40.457309),363
MONROE,OTP Retail,41.043016,-75.127056,POINT (-75.127056 41.043016),157
PHILADELPHIA,Cig/OTP Retail,39.95488,-75.154379,POINT (-75.154379 39.95488),1
PHILADELPHIA,Cigarette/OTP Retail,39.954268,-75.156138,POINT (-75.156138 39.954268),1
DELAWARE,Cigarette/OTP Retail,39.92149,-75.32246,POINT (-75.32246 39.92149),122
DELAWARE,Cigarette/OTP Retail,39.91343,-75.3512,POINT (-75.3512 39.91343),-1
DELAWARE,OTP Retail,39.921041,-75.322472,POINT (-75.322472 39.921041),122
DELAWARE,Cig/OTP Retail,39.915296,-75.310209,POINT (-75.310209 39.915296),28
DELAWARE,Retail,39.913387,-75.351639,POINT (-75.351639 39.913387),-1
DELAWARE,OTP Retail,39.913387,-75.351639,POINT (-75.351639 39.913387),-1
MONTGOMERY,Cigarette/OTP Retail,40.171044995,-75.127203015,POINT (-75.127203015 40.171044995),171
ERIE,Retail,42.128292,-80.068259,POINT (-80.068259 42.128292),47
PHILADELPHIA,Cigarette Retail,40.031242,-75.092491,POINT (-75.092491 40.031242),1
DELAWARE,Cigarette/OTP Retail,39.9183926590001,-75.2619949589999,POINT (-75.2619949589999 39.9183926590001),1
DELAWARE,Cig/OTP Retail,39.918484,-75.261996,POINT (-75.261996 39.918484),1
PHILADELPHIA,Cigarette/OTP Retail,39.987511,-75.115793,POINT (-75.115793 39.987511),1
ALLEGHENY,Retail,40.443134,-79.885106,POINT (-79.885106 40.443134),659
DELAWARE,Cigarette/OTP Retail,39.972928,-75.318406,POINT (-75.318406 39.972928),67
DELAWARE,Cigarette/OTP Retail,39.848076,-75.372011,POINT (-75.372011 39.848076),54
PERRY,Retail,40.454695,-77.3487,POINT (-77.3487 40.454695),-1
LYCOMING,Cigarette/OTP Retail,41.209818,-77.25631,POINT (-77.25631 41.209818),-1
ERIE,Cigarette/OTP Retail,41.87798,-80.13949,POINT (-80.13949 41.87798),-1
ERIE,Cig/OTP Retail,41.877946,-80.139408,POINT (-80.139408 41.877946),-1
CAMBRIA,Cigarette/OTP Retail,40.324792,-78.923257,POINT (-78.923257 40.324792),236
CAMBRIA,Cigarette/OTP Retail,40.404423,-78.855622,POINT (-78.855622 40.404423),-1
CAMBRIA,Cigarette/OTP Retail,40.295321,-78.871852,POINT (-78.871852 40.295321),817
CAMBRIA,Cig/OTP Retail,40.295321,-78.871852,POINT (-78.871852 40.295321),817
WESTMORELAND,Cigarette/OTP Retail,40.4142566,-79.0200162,POINT (-79.0200162 40.4142566),-1
MONROE,CSA/OTP Wholesaler,40.995123,-75.191038,POINT (-75.191038 40.995123),245
PHILADELPHIA,Cigarette/OTP Retail,39.982356997,-75.175188992,POINT (-75.175188992 39.982356997),1
DELAWARE,Cigarette/OTP Retail,39.844085759,-75.380642944,POINT (-75.380642944 39.844085759),54
DELAWARE,Cigarette Retail,39.843953,-75.381034,POINT (-75.381034 39.843953),54
ALLEGHENY,Retail,40.443086,-80.004482,POINT (-80.004482 40.443086),174
ALLEGHENY,OTP Retail,40.443086,-80.004482,POINT (-80.004482 40.443086),174
UNION,Cigarette Retail,40.983183,-76.882999,POINT (-76.882999 40.983183),-1
UNION,OTP Retail,40.983183,-76.882999,POINT (-76.882999 40.983183),-1
NORTHAMPTON,Retail,40.685365,-75.232966,POINT (-75.232966 40.685365),21
MONTGOMERY,Cigarette Retail,40.0513116,-75.1171249,POINT (-75.1171249 40.0513116),780
ERIE,Cigarette/OTP Retail,42.125264,-80.082429,POINT (-80.082429 42.125264),47
LEHIGH,Retail,40.607387,-75.469813,POINT (-75.469813 40.607387),71
LEHIGH,Cigarette/OTP Retail,40.607387,-75.469813,POINT (-75.469813 40.607387),71
LEHIGH,OTP Retail,40.607387,-75.469813,POINT (-75.469813 40.607387),71
LEHIGH,Cig/OTP Retail,40.65,-75.430142,POINT (-75.430142 40.65),-1
NORTHAMPTON,Cig/OTP Retail,40.63108,-75.375116,POINT (-75.375116 40.63108),252
PHILADELPHIA,Retail,40.015443,-75.063545,POINT (-75.063545 40.015443),1
BUCKS,Cigarette Retail,40.31016,-75.13057,POINT (-75.13057 40.31016),821
MONTGOMERY,OTP Retail,40.023762,-75.323033,POINT (-75.323033 40.023762),296
CHESTER,Cigarette/OTP Retail,39.956827,-75.601393,POINT (-75.601393 39.956827),75
ALLEGHENY,OTP Retail,40.436731,-79.95449,POINT (-79.95449 40.436731),166
CARBON,Cigarette Retail,40.835057018,-75.7092629909999,POINT (-75.7092629909999 40.835057018),368
PHILADELPHIA,Cig/OTP Retail,39.980775,-75.174203,POINT (-75.174203 39.980775),1
PHILADELPHIA,Retail,39.975585,-75.24323,POINT (-75.24323 39.975585),1
PHILADELPHIA,Cigarette Retail,40.015402,-75.137137,POINT (-75.137137 40.015402),1
PHILADELPHIA,Retail,39.991319,-75.134115,POINT (-75.134115 39.991319),1
PHILADELPHIA,Retail,40.043525,-75.143702,POINT (-75.143702 40.043525),1
ALLEGHENY,Cigarette/OTP Retail,40.440874,-80.239856,POINT (-80.239856 40.440874),642
BRADFORD,Cig/OTP Retail,41.984192,-76.543862,POINT (-76.543862 41.984192),143
CHESTER,Retail,39.960708,-75.602277,POINT (-75.602277 39.960708),75
FRANKLIN,Cigarette/OTP Retail,39.911507,-77.648381,POINT (-77.648381 39.911507),1141
ALLEGHENY,Cigarette/OTP Retail,40.405758,-80.018702,POINT (-80.018702 40.405758),-1
MONTGOMERY,Cigarette/OTP Retail,40.099802,-75.351174,POINT (-75.351174 40.099802),-1
LUZERNE,Cigarette/OTP Retail,41.345175999,-75.780848971,POINT (-75.780848971 41.345175999),-1
MONTGOMERY,Retail,40.163295,-75.111143,POINT (-75.111143 40.163295),1066
MONTGOMERY,OTP Retail,40.163295,-75.111143,POINT (-75.111143 40.163295),1066
PHILADELPHIA,Cigarette Retail,40.015613,-75.129973,POINT (-75.129973 40.015613),1
WASHINGTON,Cigarette/OTP Retail,40.321421,-80.19955,POINT (-80.19955 40.321421),-1
PHILADELPHIA,Cigarette/OTP Retail,40.000472,-75.09798,POINT (-75.09798 40.000472),1
PHILADELPHIA,OTP Retail,39.956752,-75.223934,POINT (-75.223934 39.956752),1
ALLEGHENY,Cigarette/OTP Retail,40.421324,-79.89004,POINT (-79.89004 40.421324),469
ALLEGHENY,Cig/OTP Retail,40.474047,-80.057295,POINT (-80.057295 40.474047),398
PHILADELPHIA,Retail,39.980535,-75.172267,POINT (-75.172267 39.980535),1
YORK,OTP Retail,40.016082004,-76.758024989,POINT (-76.758024989 40.016082004),-1
MONTGOMERY,OTP Retail,40.143412,-75.115057,POINT (-75.115057 40.143412),152
WASHINGTON,Cigarette Vending,40.2497,-80.20871,POINT (-80.20871 40.2497),568
WASHINGTON,Cig/OTP Retail,40.122586,-80.005442,POINT (-80.005442 40.122586),675
WASHINGTON,Cigarette Vending,40.16488,-80.23622,POINT (-80.23622 40.16488),581
WASHINGTON,OTP Retail,40.1167387,-80.0083855,POINT (-80.0083855 40.1167387),675
ALLEGHENY,Cigarette Vending,40.47598,-80.05887,POINT (-80.05887 40.47598),398
CLEARFIELD,Cigarette Vending,41.119862018,-78.76636302,POINT (-78.76636302 41.119862018),912
LUZERNE,Cigarette/OTP Retail,41.240082,-75.861628,POINT (-75.861628 41.240082),63
NORTHAMPTON,OTP Retail,40.709085,-75.27903,POINT (-75.27903 40.709085),1155
NORTHAMPTON,OTP Retail,40.70962498,-75.278152961,POINT (-75.278152961 40.70962498),1155
LEHIGH,Cig/OTP Retail,40.636183,-75.471685,POINT (-75.471685 40.636183),612
NORTHAMPTON,Cig/OTP Retail,40.709085,-75.27903,POINT (-75.27903 40.709085),1155
LEHIGH,Cigarette/OTP Retail,40.61041,-75.475579,POINT (-75.475579 40.61041),71
LUZERNE,Cigarette Vending,41.0954617,-75.5954734,POINT (-75.5954734 41.0954617),487
ERIE,Retail,42.125747,-80.085422,POINT (-80.085422 42.125747),47
LEBANON,OTP Retail,40.303618,-76.603885,POINT (-76.603885 40.303618),1125
LEBANON,Retail,40.303618,-76.603885,POINT (-76.603885 40.303618),1125
INDIANA,OTP Vending,40.622537006,-79.150037011,POINT (-79.150037011 40.622537006),386
INDIANA,Cigarette/OTP Retail,40.622908559,-79.153744512,POINT (-79.153744512 40.622908559),386
INDIANA,Cigarette/OTP Retail,40.622994,-79.154077,POINT (-79.154077 40.622994),386
INDIANA,Retail,40.635732,-79.134928,POINT (-79.134928 40.635732),-1
INDIANA,Cigarette/OTP Retail,40.632675,-79.199032,POINT (-79.199032 40.632675),-1
INDIANA,Cigarette/OTP Retail,40.6156889910001,-79.1641849929999,POINT (-79.1641849929999 40.6156889910001),64
INDIANA,OTP Retail,40.606546,-79.182154,POINT (-79.182154 40.606546),-1
PHILADELPHIA,Cigarette/OTP Retail,39.984653,-75.109504,POINT (-75.109504 39.984653),1
PHILADELPHIA,Cigarette Retail,39.997348,-75.14422,POINT (-75.14422 39.997348),1
PHILADELPHIA,Retail,39.997348,-75.14422,POINT (-75.14422 39.997348),1
INDIANA,OTP Retail,40.620504,-79.156934,POINT (-79.156934 40.620504),386
INDIANA,Cigarette/OTP Retail,40.61394,-79.191332,POINT (-79.191332 40.61394),-1
LANCASTER,Cigarette/OTP Retail,39.970940007,-76.27362198,POINT (-76.27362198 39.970940007),1190
LANCASTER,Cigarette/OTP Retail,40.038649,-76.299382,POINT (-76.299382 40.038649),5
LACKAWANNA,OTP Manufacturer,41.37783,-75.692865,POINT (-75.692865 41.37783),689
LACKAWANNA,OTP Retail,41.37783,-75.692865,POINT (-75.692865 41.37783),689
LACKAWANNA,OTP Retail,41.433423,-75.659366,POINT (-75.659366 41.433423),83
DELAWARE,Cigarette/OTP Retail,39.955687212,-75.2581650069999,POINT (-75.2581650069999 39.955687212),1
JEFFERSON,Cigarette/OTP Retail,40.943410006,-78.973001996,POINT (-78.973001996 40.943410006),984
SOMERSET,OTP Retail,40.003331,-79.064681,POINT (-79.064681 40.003331),-1
SOMERSET,Cigarette Retail,40.003331,-79.064681,POINT (-79.064681 40.003331),-1
FAYETTE,Cigarette/OTP Retail,39.898484,-79.728846,POINT (-79.728846 39.898484),390
FAYETTE,Cig/OTP Retail,40.082624,-79.760113,POINT (-79.760113 40.082624),607
PHILADELPHIA,Cigarette/OTP Retail,39.993537995,-75.171122009,POINT (-75.171122009 39.993537995),1
CARBON,OTP Retail,40.804915,-75.601874,POINT (-75.601874 40.804915),446
COLUMBIA,OTP Retail,41.003326,-76.456318,POINT (-76.456318 41.003326),540
COLUMBIA,OTP Retail,41.055021,-76.233805,POINT (-76.233805 41.055021),164
LUZERNE,OTP Retail,40.948156,-75.980347,POINT (-75.980347 40.948156),76
FAYETTE,Cig/OTP Retail,39.898484,-79.728846,POINT (-79.728846 39.898484),390
FAYETTE,Cig/OTP Retail,40.082624,-79.760113,POINT (-79.760113 40.082624),607
DELAWARE,Cigarette/OTP Retail,39.878349,-75.344069,POINT (-75.344069 39.878349),-1
PHILADELPHIA,OTP Retail,39.949459,-75.143831,POINT (-75.143831 39.949459),1
PHILADELPHIA,OTP Retail,39.949459,-75.143831,POINT (-75.143831 39.949459),1
NORTHAMPTON,OTP Retail,40.612234013,-75.378199022,POINT (-75.378199022 40.612234013),44
CENTRE,Cigarette Wholesaler,40.999634,-77.55403,POINT (-77.55403 40.999634),-1
CLINTON,Cigarette/OTP Retail,41.08089,-77.480249,POINT (-77.480249 41.08089),-1
CLINTON,Cigarette/OTP Retail,41.053105,-77.308233,POINT (-77.308233 41.053105),-1
CLINTON,Cigarette/OTP Retail,41.050575,-77.191812,POINT (-77.191812 41.050575),-1
CLINTON,Cigarette/OTP Retail,41.0244712,-77.5238479,POINT (-77.5238479 41.0244712),-1
CENTRE,Cigarette/OTP Retail,40.919104,-77.67646,POINT (-77.67646 40.919104),-1
PHILADELPHIA,Cigarette/OTP Retail,39.968974,-75.163062,POINT (-75.163062 39.968974),1
PHILADELPHIA,Cigarette/OTP Retail,40.036422,-75.072579,POINT (-75.072579 40.036422),1
LUZERNE,OTP Retail,40.947348,-75.981067,POINT (-75.981067 40.947348),76
LUZERNE,OTP Retail,40.947348,-75.981067,POINT (-75.981067 40.947348),76
LUZERNE,OTP Retail,40.947348,-75.981067,POINT (-75.981067 40.947348),76
DAUPHIN,OTP Retail,40.539348,-76.959739,POINT (-76.959739 40.539348),17
DAUPHIN,OTP Retail,40.265403,-76.706341,POINT (-76.706341 40.265403),349
LUZERNE,Cig/OTP Retail,41.259647,-75.864454,POINT (-75.864454 41.259647),63
CAMBRIA,OTP Retail,40.325758,-78.920087,POINT (-78.920087 40.325758),236
DAUPHIN,Cigarette/OTP Retail,40.287996,-76.894081,POINT (-76.894081 40.287996),87
ALLEGHENY,Cigarette/OTP Retail,40.373090981,-79.975259015,POINT (-79.975259015 40.373090981),611
ALLEGHENY,Cigarette/OTP Retail,40.370252,-79.912839,POINT (-79.912839 40.370252),879
LANCASTER,OTP Retail,40.03839,-76.10875,POINT (-76.10875 40.03839),-1
LANCASTER,OTP Retail,40.038449,-76.10898,POINT (-76.10898 40.038449),-1
LACKAWANNA,Cigarette Retail,41.39579,-75.67118,POINT (-75.67118 41.39579),131
LACKAWANNA,OTP Retail,41.39579,-75.67118,POINT (-75.67118 41.39579),131
LACKAWANNA,Retail,41.395642,-75.671324,POINT (-75.671324 41.395642),131
LACKAWANNA,OTP Retail,41.395642,-75.671324,POINT (-75.671324 41.395642),131
PHILADELPHIA,Cigarette Retail,39.954649,-75.206969,POINT (-75.206969 39.954649),1
ALLEGHENY,Cigarette/OTP Retail,40.420426,-79.884973,POINT (-79.884973 40.420426),469
WASHINGTON,Cigarette/OTP Retail,40.13852,-79.89882,POINT (-79.89882 40.13852),10
WASHINGTON,Cigarette/OTP Retail,40.13852,-79.89882,POINT (-79.89882 40.13852),10
MONROE,Cigarette/OTP Retail,41.073454,-75.5725,POINT (-75.5725 41.073454),-1
WASHINGTON,Cigarette/OTP Retail,40.162954,-80.283539,POINT (-80.283539 40.162954),-1
NORTHAMPTON,Cigarette/OTP Retail,40.668712,-75.219762,POINT (-75.219762 40.668712),-1
SCHUYLKILL,Cigarette/OTP Retail,40.81028,-76.107521,POINT (-76.107521 40.81028),-1
PHILADELPHIA,Retail,39.998682,-75.109452,POINT (-75.109452 39.998682),1
PHILADELPHIA,OTP Retail,39.9988106,-75.1095781,POINT (-75.1095781 39.9988106),1
NORTHAMPTON,OTP Retail,40.691335,-75.206895,POINT (-75.206895 40.691335),21
CLEARFIELD,Cigarette Vending,41.12,-78.76627,POINT (-78.76627 41.12),912
LUZERNE,OTP Retail,41.357188,-75.975775,POINT (-75.975775 41.357188),-1
LUZERNE,OTP Retail,41.357188,-75.975775,POINT (-75.975775 41.357188),-1
PHILADELPHIA,Retail,40.004965,-75.080345,POINT (-75.080345 40.004965),1
PHILADELPHIA,Retail,40.010919,-75.138967,POINT (-75.138967 40.010919),1
PHILADELPHIA,OTP Retail,40.010919,-75.138967,POINT (-75.138967 40.010919),1
ALLEGHENY,OTP Retail,40.633519,-79.940087,POINT (-79.940087 40.633519),662
ALLEGHENY,Cigarette Itinerant,40.633519,-79.940087,POINT (-79.940087 40.633519),662
BUTLER,OTP Retail,40.895482,-79.906502,POINT (-79.906502 40.895482),863
MERCER,OTP Retail,41.143361,-80.158205,POINT (-80.158205 41.143361),-1
WAYNE,Cigarette/OTP Retail,41.716317,-75.228495,POINT (-75.228495 41.716317),-1
WAYNE,Cigarette Retail,41.580751,-75.439776,POINT (-75.439776 41.580751),-1
WAYNE,OTP Retail,41.580699,-75.440398,POINT (-75.440398 41.580699),-1
LEHIGH,Cig/OTP Retail,40.585366,-75.622073,POINT (-75.622073 40.585366),-1
LEHIGH,Cig/OTP Retail,40.585366,-75.622073,POINT (-75.622073 40.585366),-1
LEHIGH,Cigarette/OTP Retail,40.585366,-75.622073,POINT (-75.622073 40.585366),-1
MONTOUR,OTP Retail,40.960313,-76.606484,POINT (-76.606484 40.960313),361
ALLEGHENY,Cigarette/OTP Retail,40.415162016,-79.945891006,POINT (-79.945891006 40.415162016),-1
WESTMORELAND,Cigarette Vending,40.3239538900329,-79.7831904432293,POINT (-79.7831904432293 40.3239538900329),812
WESTMORELAND,Cigarette Vending,40.3239538900329,-79.7831904432293,POINT (-79.7831904432293 40.3239538900329),812
WESTMORELAND,Retail,40.322981,-79.69837,POINT (-79.69837 40.322981),306
CLEARFIELD,OTP Retail,41.027287,-78.440442,POINT (-78.440442 41.027287),176
WESTMORELAND,Cigarette/OTP Retail,40.3167,-79.69499,POINT (-79.69499 40.3167),450
WESTMORELAND,Cigarette/OTP Retail,40.324486,-79.702208,POINT (-79.702208 40.324486),306
WESTMORELAND,Cigarette Vending,40.32622,-79.71883,POINT (-79.71883 40.32622),1192
WESTMORELAND,Cigarette Vending,40.33356,-79.70915,POINT (-79.70915 40.33356),751
PHILADELPHIA,Cig/OTP Retail,39.975422,-75.168382,POINT (-75.168382 39.975422),1
PHILADELPHIA,Cig/OTP Retail,40.030099,-75.055412,POINT (-75.055412 40.030099),1
PHILADELPHIA,Cigarette/OTP Retail,39.991402,-75.148338,POINT (-75.148338 39.991402),1
DAUPHIN,OTP Retail,40.271697,-76.890074,POINT (-76.890074 40.271697),87
